Temparature,Humidity,Moisture,Nitrogen,Potassium,Phosphorous,Fertilizer Name,Crop Type,Soil Type
23,52.82,37.28,24,0,28,Oil seeds,Millets,Sandy
23,55.77,37.58,25,0,20,Ground Nuts,Sugarcane,Sandy
23,60.54,38.01,30,0,4,Millets,Oil seeds,Sandy
23.01,46.97,52.66,8,1,11,Cotton,Maize,Sandy
23.02,62.92,28.92,41,1,0,Oil seeds,Pulses,Sandy
23.03,42.54,99.71,15,83,3,Paddy,Cotton,Sandy
23.03,49.38,40.47,23,0,18,Barley,Wheat,Sandy
23.03,47.87,42.5,41,2,0,Oil seeds,Ground Nuts,Sandy
23.04,47.21,40.69,10,0,11,Paddy,Barley,Sandy
23.05,52.71,38.47,6,13,17,Cotton,Cotton,Sandy
23.05,52.61,60.11,31,0,3,Millets,Tobacco,Sandy
23.07,47.07,38.29,26,0,25,Ground Nuts,Cotton,Sandy
23.08,56.85,34.73,33,0,1,Barley,Ground Nuts,Sandy
23.09,47.76,36.04,37,2,0,Maize,Barley,Sandy
23.11,49.15,32.6,9,3,37,Ground Nuts,Cotton,Sandy
23.11,55.69,59.61,9,2,18,Barley,Maize,Sandy
23.11,52.75,34.6,19,0,18,Paddy,Pulses,Sandy
23.11,53.38,41.79,20,0,23,Ground Nuts,Millets,Sandy
23.12,47.76,27.04,12,1,15,Cotton,Ground Nuts,Sandy
23.12,58.63,37.49,33,3,0,Cotton,Cotton,Sandy
23.12,63.07,41.38,42,0,0,Millets,Wheat,Sandy
23.13,57.17,30.1,12,1,45,Millets,Barley,Sandy
23.13,50.43,38.07,32,4,0,Millets,Paddy,Sandy
23.13,55.8,33.99,43,0,0,Maize,Sugarcane,Sandy
23.14,56.97,42.97,33,0,1,Paddy,Paddy,Sandy
23.14,53.52,59.52,38,0,1,Oil seeds,Barley,Sandy
23.15,45.26,35.54,10,2,39,Ground Nuts,Pulses,Sandy
23.15,58.66,63.44,37,1,2,Ground Nuts,Pulses,Sandy
23.16,58.93,47.74,1,13,12,Millets,Millets,Sandy
23.16,45.03,54.29,5,3,5,Paddy,Paddy,Sandy
23.16,48.77,42.61,20,0,27,Millets,Maize,Sandy
23.17,50.04,33.92,8,15,11,Paddy,Wheat,Sandy
23.17,50.72,53.22,26,2,19,Cotton,Maize,Sandy
23.17,44.36,272.71,37,256,0,Maize,Tobacco,Sandy
23.18,46.72,29.53,16,17,7,Ground Nuts,Paddy,Sandy
23.18,55.93,31.73,16,0,8,Ground Nuts,Tobacco,Sandy
23.18,59.48,46.95,22,0,23,Paddy,Sugarcane,Sandy
23.19,50.83,60.22,7,0,11,Ground Nuts,Millets,Sandy
23.19,56.16,38.28,36,4,0,Millets,Oil seeds,Sandy
23.19,55.23,47.98,41,0,0,Millets,Millets,Sandy
23.2,42.49,97.71,11,81,38,Millets,Cotton,Sandy
23.2,51.15,44.35,39,0,3,Millets,Cotton,Sandy
23.2,46.23,65.9,39,4,4,Paddy,Wheat,Sandy
23.2,50.07,39.24,41,4,0,Paddy,Maize,Sandy
23.2008086,55.90350657,31.65813524,15,0,8,Ground Nuts,Tobacco,Sandy
23.21,61.42,38.75,9,1,10,Paddy,Sugarcane,Sandy
23.21,54.01,47.49,11,14,19,Oil seeds,Wheat,Sandy
23.21,48.43,30.35,18,2,26,Ground Nuts,Pulses,Sandy
23.22,49.73,51.54,20,0,22,Maize,Pulses,Sandy
23.23,56.75,26.54,14,0,3,Oil seeds,Wheat,Sandy
23.25,48.93,24.15,39,0,0,Paddy,Oil seeds,Sandy
23.26,52.39,43.65,20,4,17,Paddy,Tobacco,Sandy
23.26399914,44.97403527,67.19867178,36,1,2,Ground Nuts,Tobacco,Sandy
23.28,48.32,43.9,8,11,13,Maize,Paddy,Sandy
23.28,48.81,34.98,14,3,25,Paddy,Tobacco,Sandy
23.28,45.27,43.77,19,0,21,Cotton,Sugarcane,Sandy
23.28,54.92,45,19,0,25,Paddy,Barley,Sandy
23.28,50.87,49.11,20,0,21,Barley,Paddy,Sandy
23.28,44.92,31.48,26,0,20,Paddy,Pulses,Sandy
23.28,56.67,68.46,34,4,3,Maize,Maize,Sandy
23.29,59.4,40.01,12,4,24,Cotton,Wheat,Sandy
23.29,56.74,34.52,18,0,18,Maize,Paddy,Sandy
23.29,59.14,42.14,37,0,3,Ground Nuts,Maize,Sandy
23.31,62.72,32.33,5,11,27,Ground Nuts,Paddy,Sandy
23.31,47.22,25.84,11,10,9,Paddy,Sugarcane,Sandy
23.32,57.71,54.19,9,0,14,Barley,Ground Nuts,Sandy
23.32,51.38,36.32,11,0,40,Maize,Paddy,Sandy
23.32,60.72,41.52,21,0,23,Paddy,Sugarcane,Sandy
23.32,50.4,46.44,27,3,27,Barley,Tobacco,Sandy
23.33,59.29,45.53,25,3,16,Maize,Tobacco,Sandy
23.34,53.4,38.18,3,23,12,Maize,Paddy,Sandy
23.35,59.98,63.83,36,4,0,Cotton,Oil seeds,Sandy
23.35,59.98,63.83,36,4,0,Cotton,Oil seeds,Sandy
23.35,59.98,63.83,36,4,0,Cotton,Oil seeds,Sandy
23.35070484,48.28235221,44.75204995,39,2,0,Cotton,Tobacco,Sandy
23.36,53.46,54.46,8,2,10,Maize,Pulses,Sandy
23.36,50.24,34.4,40,0,2,Oil seeds,Sugarcane,Sandy
23.37,45.91,67.84,40,0,0,Maize,Sugarcane,Sandy
23.38,55.92,50.56,7,20,19,Cotton,Wheat,Sandy
23.38,57.65,23.02,13,1,13,Cotton,Ground Nuts,Sandy
23.38,59.24,45.99,35,3,0,Barley,Paddy,Sandy
23.39,59.65,40.74,16,0,14,Barley,Paddy,Sandy
23.39,59.59,32.49,17,0,21,Ground Nuts,Millets,Sandy
23.39,51.7,38.58,17,0,40,Paddy,Sugarcane,Sandy
23.4,59.41,54.77,4,19,19,Ground Nuts,Paddy,Sandy
23.41,47.11,60.88,34,0,0,Cotton,Maize,Sandy
23.41,60.75,42.1,37,3,3,Maize,Tobacco,Sandy
23.41,43.66,197.71,38,181,0,Cotton,Pulses,Sandy
23.42,53.65,69.68,11,3,14,Maize,Barley,Sandy
23.42,53.65,69.68,11,3,14,Maize,Barley,Sandy
23.42,53.65,69.68,11,3,14,Maize,Barley,Sandy
23.42,55.62,26.64,12,16,10,Maize,Pulses,Sandy
23.42,58.92,31.9,25,3,20,Ground Nuts,Cotton,Sandy
23.42,54.77,33.63,39,0,4,Oil seeds,Paddy,Sandy
23.42,58.34,36.7,43,4,2,Millets,Millets,Sandy
23.43,55.73,32.02,25,1,14,Maize,Millets,Sandy
23.43,46.91,62.82,35,0,4,Paddy,Pulses,Sandy
23.43,54.88,29.61,37,0,4,Cotton,Ground Nuts,Sandy
23.44,49.3,63.03,10,0,10,Millets,Sugarcane,Sandy
23.44,56.26,55.04,34,0,0,Barley,Paddy,Sandy
23.44,61.62,33.17,37,1,0,Paddy,Wheat,Sandy
23.45,48.04,34.71,33,4,1,Cotton,Sugarcane,Sandy
23.45,51.03,44.45,36,2,0,Oil seeds,Pulses,Sandy
23.46,44.89,36.24,15,4,38,Millets,Paddy,Sandy
23.46,50.44,24.32,37,0,4,Cotton,Cotton,Sandy
23.46,51.39,66.66,39,0,0,Millets,Maize,Sandy
23.47,59.67,53.64,11,14,15,Cotton,Cotton,Sandy
23.48,50.19,29.91,14,12,11,Maize,Pulses,Sandy
23.48,47.79,30.27,14,14,7,Barley,Pulses,Sandy
23.48,47.26,34.88,18,0,21,Paddy,Ground Nuts,Sandy
23.48,58.68,33.71,32,0,0,Oil seeds,Sugarcane,Sandy
23.48,58.98,66.26,32,0,0,Paddy,Oil seeds,Sandy
23.48,63.5,56.68,37,0,0,Barley,Wheat,Sandy
23.48,62.95,44.68,40,3,1,Paddy,Wheat,Sandy
23.49,45.84,58.18,38,0,0,Paddy,Wheat,Sandy
23.5,46.98,44.43,1,20,20,Ground Nuts,Sugarcane,Sandy
23.5,49.68,31.29,36,1,0,Cotton,Maize,Sandy
23.51,56.63,32.65,25,0,14,Barley,Millets,Sandy
23.52,62.06,63.73,13,2,16,Oil seeds,Wheat,Sandy
23.52,53.51,70,33,3,0,Barley,Paddy,Sandy
23.54,47.71,27.92,13,9,32,Paddy,Barley,Sandy
23.54,56.34,60.76,14,11,13,Ground Nuts,Millets,Sandy
23.54,50.26,50.16,27,2,23,Maize,Millets,Sandy
23.54,58.86,47.16,40,0,0,Millets,Sugarcane,Sandy
23.55,54.07,32.68,16,2,17,Paddy,Pulses,Sandy
23.55,44.85,38.3,17,0,12,Millets,Maize,Sandy
23.56,47.6,35.22,4,12,20,Cotton,Pulses,Sandy
23.56,56.69,37.04,7,0,3,Barley,Pulses,Sandy
23.56,60.5,36.73,9,0,5,Maize,Millets,Sandy
23.56,43.25,149.71,10,133,8,Barley,Cotton,Sandy
23.56,57.65,42.16,30,0,0,Oil seeds,Cotton,Sandy
23.56,50.55,43.22,44,0,0,Barley,Cotton,Sandy
23.57,44.14,240.71,10,224,16,Barley,Tobacco,Sandy
23.58,57.41,25.05,34,0,0,Cotton,Paddy,Sandy
23.59,61.65,24.77,16,0,38,Ground Nuts,Paddy,Sandy
23.59,52.26,42.23,20,1,25,Maize,Sugarcane,Sandy
23.59,55.82,62.92,39,0,0,Paddy,Sugarcane,Sandy
23.59,55.82,62.92,39,0,0,Paddy,Sugarcane,Sandy
23.59,55.82,62.92,39,0,0,Paddy,Sugarcane,Sandy
23.59,48.13,28.61,40,0,1,Oil seeds,Sugarcane,Sandy
23.59,54.55,43.39,40,1,4,Oil seeds,Ground Nuts,Sandy
23.6,46.17,50.36,8,10,10,Cotton,Cotton,Sandy
23.6,55.67,40.76,16,2,21,Maize,Pulses,Sandy
23.6,54.54,23.53,17,1,41,Barley,Paddy,Sandy
23.6,54.64,32.83,21,1,16,Cotton,Barley,Sandy
23.6,58.44,26.7,28,0,14,Millets,Oil seeds,Sandy
23.61,40.7,39.71,6,23,12,Cotton,Paddy,Sandy
23.61,51.8,35.39,11,0,45,Ground Nuts,Millets,Sandy
23.61875183,60.82067763,37.64299674,38,0,1,Oil seeds,Pulses,Sandy
23.62,47.19,34.46,15,1,42,Oil seeds,Pulses,Sandy
23.62,54.1,36.08,17,3,39,Cotton,Tobacco,Sandy
23.62,48.41,28.57,21,3,16,Barley,Barley,Sandy
23.63,52.62,31.03,12,13,13,Cotton,Sugarcane,Sandy
23.63,52.62,31.03,12,13,13,Cotton,Sugarcane,Sandy
23.63,52.62,31.03,12,13,13,Cotton,Sugarcane,Sandy
23.63,58.75,35.6,19,0,18,Millets,Oil seeds,Sandy
23.64,54.21,33.68,30,1,0,Paddy,Barley,Sandy
23.65,42.79,116.71,35,100,2,Cotton,Oil seeds,Sandy
23.65,51.65,42.94,40,2,0,Paddy,Tobacco,Sandy
23.66,40.83,42.71,7,26,14,Ground Nuts,Millets,Sandy
23.66,48.48,70,7,0,14,Oil seeds,Wheat,Sandy
23.66,47.39,28.98,9,20,15,Paddy,Pulses,Sandy
23.66,55.66,31.32,38,0,2,Maize,Wheat,Sandy
23.66,48.21,29.87,40,3,0,Millets,Tobacco,Sandy
23.68,41.79,68.71,12,52,7,Maize,Tobacco,Sandy
23.68,57.9,28.78,32,0,2,Cotton,Maize,Sandy
23.68,46.46,50.13,38,3,1,Cotton,Oil seeds,Sandy
23.69,57.9,39.61,6,11,31,Cotton,Cotton,Sandy
23.69,44.73,321.71,18,1,17,Oil seeds,Pulses,Sandy
23.69,51.88,45.1,26,0,14,Cotton,Ground Nuts,Sandy
23.69,59.77,47.95,39,1,0,Oil seeds,Pulses,Sandy
23.7,42.61,105.71,7,89,8,Ground Nuts,Pulses,Sandy
23.7,61.92,38.39,8,3,33,Paddy,Maize,Sandy
23.7,41.13,55.71,8,39,14,Paddy,Ground Nuts,Sandy
23.70710906,54.66866739,35.08665628,40,1,2,Oil seeds,Paddy,Sandy
23.71,51.25,30.5,11,0,8,Ground Nuts,Oil seeds,Sandy
23.71,51.25,30.5,11,0,8,Ground Nuts,Oil seeds,Sandy
23.71,51.25,30.5,11,0,8,Ground Nuts,Oil seeds,Sandy
23.71,63.86,35.37,36,0,2,Barley,Paddy,Sandy
23.72,61.19,42.73,38,0,4,Oil seeds,Pulses,Sandy
23.73,47.43,43.98,38,2,0,Barley,Tobacco,Sandy
23.74,55.81,61.5,6,9,15,Oil seeds,Pulses,Sandy
23.74,48.91,62.89,8,14,13,Millets,Paddy,Sandy
23.74,47.23,43.64,18,0,19,Barley,Tobacco,Sandy
23.74,54.65,41.61,19,0,21,Ground Nuts,Sugarcane,Sandy
23.74,59.52,37.9,35,0,0,Millets,Millets,Sandy
23.74,62.35,31.53,38,4,1,Paddy,Ground Nuts,Sandy
23.75,41.84,70.71,1,54,12,Millets,Pulses,Sandy
23.75,61.43,52.94,37,0,0,Oil seeds,Ground Nuts,Sandy
23.76,60.46,36.53,20,4,18,Oil seeds,Barley,Sandy
23.77,59.04,33.31,15,4,39,Oil seeds,Tobacco,Sandy
23.77,54.99,41.64,25,0,14,Barley,Maize,Sandy
23.78,50.2,41.1,21,0,20,Oil seeds,Wheat,Sandy
23.78,50.25,44.26,44,0,3,Maize,Sugarcane,Sandy
23.79,58.36,23.74,11,13,32,Ground Nuts,Barley,Sandy
23.79,54.8,34.58,46,3,0,Ground Nuts,Oil seeds,Sandy
23.8,61.91,42.75,20,4,24,Paddy,Ground Nuts,Sandy
23.82,47.74,30.62,2,20,12,Ground Nuts,Cotton,Sandy
23.82,62.55,43.11,3,13,12,Barley,Sugarcane,Sandy
23.82,59.74,65.58,7,1,4,Ground Nuts,Tobacco,Sandy
23.82,53.92,33.92,46,0,3,Paddy,Pulses,Sandy
23.82,53.92,33.92,46,0,3,Paddy,Pulses,Sandy
23.83,54.44,52.12,3,13,11,Barley,Cotton,Sandy
23.83,60.51,31.59,8,19,22,Maize,Cotton,Sandy
23.83,51.13,40.03,18,0,19,Millets,Oil seeds,Sandy
23.83,55.37,70,40,0,0,Paddy,Cotton,Sandy
23.84,40.88,48.71,11,32,12,Paddy,Barley,Sandy
23.84,40.24,61.13,12,14,5,Cotton,Wheat,Sandy
23.84,60.67,36.47,38,1,1,Oil seeds,Pulses,Sandy
23.85,54.74,31.15,10,4,8,Millets,Maize,Sandy
23.85,60.61,56.48,10,0,9,Paddy,Oil seeds,Sandy
23.86,55.45,24.43,13,0,35,Paddy,Millets,Sandy
23.86,56.94,45.96,17,4,10,Cotton,Paddy,Sandy
23.87,50.93,44.6,9,20,17,Cotton,Pulses,Sandy
23.87,47.11,30.61,10,20,15,Ground Nuts,Barley,Sandy
23.87,62.47,29.22,45,0,2,Paddy,Sugarcane,Sandy
23.87,61.85,26.36,44,0,4,Cotton,Paddy,Sandy
23.87,62.47,29.22,45,0,2,Paddy,Sugarcane,Sandy
23.87638702,59.60435481,28.81604808,11,19,16,Cotton,Tobacco,Sandy
23.88,54.05,34.53,1,22,15,Barley,Sugarcane,Sandy
23.88,50.11,28.85,16,10,7,Ground Nuts,Wheat,Sandy
23.88,52.3,27.19,35,0,0,Oil seeds,Cotton,Sandy
23.88,57.05,35.25,40,3,0,Maize,Barley,Sandy
23.88,48.37,32.8,45,4,0,Cotton,Oil seeds,Sandy
23.88,48.37,32.8,45,4,0,Cotton,Oil seeds,Sandy
23.89,48.20611054,49.27,6,5,26,Cotton,Barley,Sandy
23.89,51.43,32.44,38,2,0,Maize,Ground Nuts,Sandy
23.9,45.41,23.75,8,1,11,Maize,Oil seeds,Sandy
23.9,52.22,35.06,13,0,4,Oil seeds,Cotton,Sandy
23.9,52.77,55.7,13,1,17,Paddy,Oil seeds,Sandy
23.9,44.45,280.71,15,264,39,Barley,Barley,Sandy
23.9,43.28,151.71,22,135,21,Ground Nuts,Pulses,Sandy
23.9,58.01,40.51,25,2,25,Maize,Barley,Sandy
23.9,50.65,40.95,40,0,4,Ground Nuts,Ground Nuts,Sandy
23.91,49.16,24.07,4,6,28,Ground Nuts,Sugarcane,Sandy
23.91,47.47,43.3,16,10,12,Ground Nuts,Maize,Sandy
23.91,44.08,230.71,16,214,17,Cotton,Maize,Sandy
23.91,43.52,180.71,34,164,0,Ground Nuts,Sugarcane,Sandy
23.91065522,59.5980399,44.85385241,25,3,16,Ground Nuts,Tobacco,Sandy
23.92,57.89,54.22,8,4,7,Oil seeds,Pulses,Sandy
23.92,47.26,38.11,9,7,25,Paddy,Maize,Sandy
23.93,60.03,29.73,12,2,10,Oil seeds,Millets,Sandy
23.94,60.79,50.62,2,17,13,Maize,Sugarcane,Sandy
23.94,52.75,22.5,11,0,7,Ground Nuts,Sugarcane,Sandy
23.94,56.65,31.99,11,3,10,Millets,Barley,Sandy
23.94,46.32,39.99,19,4,19,Paddy,Millets,Sandy
23.95,56.98,37.03,10,22,19,Ground Nuts,Wheat,Sandy
23.95,49.46,54.47,26,2,16,Ground Nuts,Millets,Sandy
23.96,52.37,25.81,5,10,33,Oil seeds,Maize,Sandy
23.96,50.84,54.62,8,14,14,Barley,Tobacco,Sandy
23.97,42.57,102.71,5,86,16,Millets,Ground Nuts,Sandy
23.98,55.96,30.85,7,19,11,Paddy,Wheat,Sandy
23.98,44.87,26.59,10,0,7,Oil seeds,Cotton,Sandy
23.98,44.94,20,14,11,13,Millets,Oil seeds,Sandy
23.98,55.05,31.37,34,1,0,Maize,Ground Nuts,Sandy
23.98,48.21,35.49,35,3,1,Maize,Maize,Sandy
23.98,52.41,24.26,41,4,2,Ground Nuts,Ground Nuts,Sandy
23.99,57.62,43.9,2,19,21,Maize,Pulses,Sandy
23.99,52.5,37.24,8,9,24,Oil seeds,Tobacco,Sandy
23.99,49.61,27.08,11,2,8,Ground Nuts,Millets,Sandy
23.99,47.13,39.12,11,11,21,Barley,Pulses,Sandy
23.99,45.86,44.6,13,9,30,Ground Nuts,Cotton,Sandy
24,56.92,43.36,9,6,14,Millets,Pulses,Sandy
24,49.08,66.12,10,2,9,Paddy,Millets,Sandy
24,49.02,37.37,11,0,13,Oil seeds,Sugarcane,Sandy
24,45.62,24.15,14,15,14,Cotton,Wheat,Sandy
24,59.32,44.9,35,2,2,Maize,Wheat,Sandy
24.00235546,46.8341676,26.53774195,35,2,0,Barley,Barley,Sandy
24.01,50.76,23.95,10,14,31,Maize,Sugarcane,Sandy
24.01,56.49,43.18,46,0,4,Maize,Paddy,Sandy
24.02,45.82,22.13,8,0,14,Millets,Paddy,Sandy
24.02,45.09,67.89,37,1,2,Cotton,Tobacco,Sandy
24.02,52.18,41.72,40,0,0,Millets,Paddy,Sandy
24.03,59.41,55.3,0,15,10,Cotton,Cotton,Sandy
24.03,58.77,40.78,15,4,14,Oil seeds,Millets,Sandy
24.04,55.63,32.97,4,23,18,Paddy,Pulses,Sandy
24.04,48.68,40.49,7,4,31,Maize,Tobacco,Sandy
24.04,65.32,45.42,7,0,11,Maize,Ground Nuts,Sandy
24.04,54.47,46.62,12,0,39,Cotton,Barley,Sandy
24.04,43.72,204.71,16,188,37,Millets,Wheat,Sandy
24.04,44.61,306.71,40,0,0,Paddy,Pulses,Sandy
24.05,52.76,58.9,7,1,7,Oil seeds,Oil seeds,Sandy
24.05,52.76,58.9,7,1,7,Oil seeds,Oil seeds,Sandy
24.05,52.76,58.9,7,1,7,Oil seeds,Oil seeds,Sandy
24.05,63.35,53.76,9,11,33,Ground Nuts,Maize,Sandy
24.05,56.01,29.3,14,18,12,Barley,Sugarcane,Sandy
24.05,53.45,32.5,17,19,13,Cotton,Cotton,Sandy
24.05,46.54,42.61,20,0,18,Paddy,Maize,Sandy
24.06,40.2,34.24,2,12,12,Barley,Wheat,Sandy
24.06,61.27,35.5,7,0,3,Millets,Barley,Sandy
24.06,65.98,28.05,12,19,15,Maize,Ground Nuts,Sandy
24.06,57.92,53.93,14,4,8,Paddy,Cotton,Sandy
24.06,65.78,58.11,14,3,6,Millets,Cotton,Sandy
24.06,59.62,70,17,0,32,Barley,Sugarcane,Sandy
24.06,50.18,49.03,22,0,16,Maize,Millets,Sandy
24.06,53.06,37.08,23,0,24,Millets,Sugarcane,Sandy
24.06,52.41,28.87,27,3,18,Barley,Tobacco,Sandy
24.07,54.47,28.69,9,0,11,Cotton,Pulses,Sandy
24.07,66.32,34.51,24,0,22,Maize,Maize,Sandy
24.07,56.17,37.66,38,0,0,Oil seeds,Pulses,Sandy
24.08,62.89,34.44,14,12,19,Maize,Cotton,Sandy
24.08,63.58,64.23,14,4,10,Maize,Barley,Sandy
24.08,47.59,39.13,38,1,0,Oil seeds,Tobacco,Sandy
24.09,57.64,70,5,0,10,Ground Nuts,Millets,Sandy
24.09,56.99,25.25,38,0,0,Paddy,Sugarcane,Sandy
24.1,52.08,65.93,6,0,34,Millets,Barley,Sandy
24.1,63.6,25.87,9,3,9,Cotton,Sugarcane,Sandy
24.1,40.84,44.71,10,28,15,Paddy,Pulses,Sandy
24.1,56.35,69.1,34,0,0,Millets,Wheat,Sandy
24.1,54.53,37.08,42,3,0,Paddy,Paddy,Sandy
24.11,49.64,57.81,5,0,17,Maize,Sugarcane,Sandy
24.11,60.41,41.46,10,6,32,Paddy,Barley,Sandy
24.11,45.89,33.2,12,0,41,Barley,Pulses,Sandy
24.11,47.61,64.23,13,4,8,Barley,Maize,Sandy
24.11,57.89,23.7,27,2,17,Millets,Sugarcane,Sandy
24.11,43.34,159.71,35,143,1,Millets,Maize,Sandy
24.12,50.26,37.62,13,0,37,Paddy,Wheat,Sandy
24.12,52.17,38.96,17,2,43,Maize,Barley,Sandy
24.12,53.65,35.22,37,0,0,Barley,Ground Nuts,Sandy
24.12,45.11,46.29,38,0,0,Maize,Barley,Sandy
24.13,65.79,35.41,14,0,36,Paddy,Wheat,Sandy
24.13497887,52.17761373,47.09362083,8,16,16,Ground Nuts,Tobacco,Sandy
24.14,65.95,36.58,5,5,28,Oil seeds,Millets,Sandy
24.14,51.65,39.68,7,4,27,Cotton,Sugarcane,Sandy
24.14,45.84,44.84,7,22,14,Maize,Sugarcane,Sandy
24.14,50.03,56.4,11,3,5,Barley,Oil seeds,Sandy
24.14,60.35,47.55,23,4,23,Maize,Oil seeds,Sandy
24.15,51.72,31.91,9,4,13,Paddy,Sugarcane,Sandy
24.15,40.44,44.93,20,19,22,Millets,Ground Nuts,Sandy
24.16,50.01,55.95,3,10,28,Millets,Sugarcane,Sandy
24.16,62.88,41.92,19,0,21,Oil seeds,Cotton,Sandy
24.16,49.19,63.53,41,0,0,Cotton,Tobacco,Sandy
24.16,49.21,39.12,44,2,0,Barley,Tobacco,Sandy
24.17,52.54,33.16,7,12,29,Barley,Wheat,Sandy
24.17,62.74,42.08,39,0,3,Ground Nuts,Wheat,Sandy
24.17,51.74,42.57,45,1,3,Cotton,Millets,Sandy
24.17,51.74,42.57,45,1,3,Cotton,Millets,Sandy
24.17426341,57.07169928,35.42306499,40,2,0,Maize,Barley,Sandy
24.18,61.7,52.14,5,8,31,Millets,Barley,Sandy
24.18,53.12,59.3,8,3,5,Barley,Maize,Sandy
24.18,49.22,58.28,12,8,28,Paddy,Barley,Sandy
24.18,44.13,238.71,24,222,28,Paddy,Pulses,Sandy
24.19,52.78,62.25,5,0,13,Barley,Paddy,Sandy
24.19,48.21,44.34,13,5,24,Cotton,Paddy,Sandy
24.19,50.1,34.02,15,0,40,Millets,Pulses,Sandy
24.2,63.32,30.41,14,21,16,Ground Nuts,Sugarcane,Sandy
24.2,55.48,57.9,14,0,37,Oil seeds,Barley,Sandy
24.2,46.77,25.96,16,4,5,Maize,Oil seeds,Sandy
24.2,60.2,34.14,19,4,27,Millets,Oil seeds,Sandy
24.2,41.69,66.71,19,50,13,Barley,Ground Nuts,Sandy
24.2,49.32,38.13,21,0,19,Barley,Maize,Sandy
24.2,46.04,70,36,4,0,Oil seeds,Millets,Sandy
24.21,49.11,62.53,7,0,13,Paddy,Tobacco,Sandy
24.21,66.11,50.17,8,1,38,Barley,Ground Nuts,Sandy
24.21,45.53,53.62,26,0,14,Ground Nuts,Sugarcane,Sandy
24.22,50.03,55.39,9,0,37,Maize,Barley,Sandy
24.22,59.75,30.07,16,3,42,Maize,Ground Nuts,Sandy
24.2235053,45.89662014,28.8901946,16,0,36,Cotton,Barley,Sandy
24.23,54.33,34.93,5,10,28,Cotton,Tobacco,Sandy
24.23,54.91,32.3,10,20,17,Maize,Maize,Sandy
24.23,60.43,28.52,11,21,16,Cotton,Tobacco,Sandy
24.23,40.87,46.71,14,30,13,Maize,Oil seeds,Sandy
24.23,64.12,49.89,26,0,24,Maize,Oil seeds,Sandy
24.23,58.48,50.97,30,0,0,Cotton,Tobacco,Sandy
24.23,60.39,25.34,38,0,1,Oil seeds,Barley,Sandy
24.24,45.83,31.62,3,16,11,Millets,Paddy,Sandy
24.24,61.14,60.21,10,0,10,Cotton,Wheat,Sandy
24.24,50.03,61.83,12,1,12,Millets,Oil seeds,Sandy
24.24,45.3,68.56,13,0,10,Maize,Barley,Sandy
24.24,59.04,50.07,38,0,1,Paddy,Barley,Sandy
24.24,59.04,50.07,38,0,1,Paddy,Barley,Sandy
24.24,59.04,50.07,38,0,1,Paddy,Barley,Sandy
24.25,58.48,37.87,10,12,20,Paddy,Sugarcane,Sandy
24.25,57.38,30.23,21,1,18,Barley,Paddy,Sandy
24.25,40.87,47.71,36,31,2,Oil seeds,Ground Nuts,Sandy
24.25,54.71,65.01,42,0,0,Cotton,Sugarcane,Sandy
24.25231257,57.37325454,55.06262832,10,2,11,Cotton,Maize,Sandy
24.26,61.88,65.71,6,4,10,Oil seeds,Maize,Sandy
24.26,49.84,30.21,11,13,31,Maize,Barley,Sandy
24.26,66.8,29.59,12,0,40,Ground Nuts,Barley,Sandy
24.26,61.26,47.06,14,0,38,Cotton,Maize,Sandy
24.26,46.73,63.59,14,8,19,Millets,Millets,Sandy
24.26,56.62,34.63,22,0,19,Millets,Pulses,Sandy
24.26,47.47,41.47,33,0,0,Cotton,Barley,Sandy
24.26,53.19,67.73,34,0,4,Oil seeds,Oil seeds,Sandy
24.26449275,59.89545089,33.83007649,18,3,26,Maize,Oil seeds,Sandy
24.27,52.43,62.34,6,1,14,Oil seeds,Millets,Sandy
24.27,52.43,62.34,6,1,14,Oil seeds,Millets,Sandy
24.27,52.43,62.34,6,1,14,Oil seeds,Millets,Sandy
24.27,59.31,66.91,11,0,9,Barley,Oil seeds,Sandy
24.27,51,30.89,17,1,18,Ground Nuts,Sugarcane,Sandy
24.27803376,66.79096765,29.58993813,12,0,40,Ground Nuts,Barley,Sandy
24.28,65.84,55.13,12,3,9,Barley,Ground Nuts,Sandy
24.28,64.47,50.66,13,0,36,Maize,Pulses,Sandy
24.28,50.9,34.64,14,0,36,Ground Nuts,Millets,Sandy
24.29,67.06,44.48,8,0,11,Oil seeds,Wheat,Sandy
24.29,53.4,46.77,24,0,24,Maize,Tobacco,Sandy
24.29,50.63,39.13,25,0,24,Maize,Wheat,Sandy
24.3,54.99,32.02,4,14,20,Ground Nuts,Barley,Sandy
24.3,53.62,60.71,9,2,35,Barley,Sugarcane,Sandy
24.31,49.48,27.55,17,0,39,Ground Nuts,Millets,Sandy
24.32,64.62,26.9,5,5,26,Cotton,Barley,Sandy
24.32,45.16,50.1,9,3,38,Oil seeds,Paddy,Sandy
24.32,42.11,80.71,10,64,38,Cotton,Pulses,Sandy
24.32,56.65,22.81,12,0,37,Millets,Sugarcane,Sandy
24.32,46.37,64.36,13,8,10,Oil seeds,Ground Nuts,Sandy
24.32,66.77,37.7,26,0,16,Maize,Ground Nuts,Sandy
24.32,56.99,61.02,32,2,1,Cotton,Oil seeds,Sandy
24.33,66.27,70,8,2,34,Maize,Ground Nuts,Sandy
24.33,46.07,28.21,15,4,11,Maize,Wheat,Sandy
24.33,52.3,46.6,20,0,16,Cotton,Cotton,Sandy
